	Especie	Ult. Pre.	Var. %	Plazo	CC	PC	PV	CV	Cierre	Anterior	Mín	Máx	Total	Oper.	Hora	
	OXYD	11,800	-	48hs.	2	8,000	12,100	80	-	11,800	11,800	11,800	590	3	14:10:42	
	PAAS	4.558,000	'0,93	48hs.	338	4.517,000	4.558,000	204	-	4.516,000	4.300,000	4.590,000	10.538.058	258	15:45:43	
	PAASC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	PAASD	5,000	-9,90	48hs.	20	4,210	5,250	181	-	5,550	5,000	6,600	2.069	14	15:05:51	
	PAC	7.500,000	1,39	48hs.	2	7.500,000	7.895,000	70	-	7.396,500	7.200,000	8.200,000	1.082.570	28	15:20:38	
	PANW	5.001,000	'0,42	48hs.	12	4.501,000	5.001,000	94	-	4.980,000	5.000,000	5.001,000	65.004	6	13:50:08	
	PANWB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	PANWC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	PANWD	-	-	48hs.	-	-	-	-	-	5,070	-	-	-	-		
	PBI	3.427,500	-4,79	48hs.	16	3.430,500	3.600,000	36	-	3.600,000	3.427,500	3.600,000	14.228	4	15:40:33	
	PBR	14.330,000	4,26	48hs.	97	14.330,000	14.548,500	58	-	13.743,960	13.700,500	14.800,000	119.388.903	660	15:45:09	
	PBRB	-	-	48hs.	-	-	-	-	-	14.193,000	-	-	-	-		
	PBRC	-	-	48hs.	-	-	-	-	-	1,524	-	-	-	-		
	PBRCB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	PBRD	14,900	-2,62	48hs.	50	14,800	14,900	90	-	15,302	14,900	15,950	3.754	32	15:30:23	
	PBRDB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	PCAR	-	-	48hs.	10	25.858,000	-	-	-	25.800,000	-	-	-	-		
	PCARC	-	-	48hs.	-	-	-	-	-	133,000	-	-	-	-		
	PCARD	-	-	48hs.	5	15,200	-	-	-	133,000	-	-	-	-		
	PCRF	-	-	48hs.	1	19,800	-	-	-	19,713	-	-	-	-		
	PCRFC	-	-	48hs.	-	-	-	-	-	10,210	-	-	-	-		
	PCRFD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	PEP	27.900,000	-1,26	48hs.	30	27.800,000	27.900,000	237	-	28.256,500	27.126,000	30.000,000	122.865.313	658	15:46:09	
	PEP.B	-	-	48hs.	-	-	-	-	-	8.502,500	-	-	-	-		
	PEPC	-	-	48hs.	-	-	-	-	-	25,260	-	-	-	-		
	PEPD	28,050	-1,57	48hs.	3	28,050	28,400	50	-	28,500	28,050	31,000	1.014	9	15:19:25	
	PFE	14.960,000	4,97	48hs.	2	14.650,000	14.960,000	8	-	14.251,500	14.000,000	15.000,000	22.923.619	342	15:46:10	
	PFE.B	-	-	48hs.	-	-	-	-	-	6.705,000	-	-	-	-		
	PFEC	-	-	48hs.	-	-	-	-	-	22,780	-	-	-	-		
	PFED	15,300	3,03	48hs.	114	14,900	15,300	4	-	14,850	15,000	15,500	750	13	15:31:41	
	PG	28.010,000	-0,66	48hs.	1	28.050,000	28.800,000	16	-	28.196,500	27.000,000	29.500,000	11.428.525	108	15:45:39	
	PG..B	-	-	48hs.	-	-	-	-	-	8.395,500	-	-	-	-		
	PGC	-	-	48hs.	-	-	-	-	-	29,486	-	-	-	-		
	PGD	29,900	4,91	48hs.	219	28,600	29,900	4	-	28,500	27,200	29,900	195	3	15:13:33	
	PHG	4.000,000	4,00	48hs.	15	3.600,500	3.961,000	45	-	3.846,000	3.950,000	4.050,000	124.956	13	15:20:51	
	PKS	28.790,000	4,49	48hs.	2	27.700,000	28.800,000	5	-	27.551,000	27.537,000	29.154,000	3.095.489	23	15:45:31	
	PSO	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	PSX	19.150,000	-0,25	48hs.	3	17.235,500	19.150,000	1	-	19.198,500	19.100,000	19.300,000	191.750	6	11:46:41	
	PSXB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	PSXC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	PSXD	-	-	48hs.	10	8,600	22,800	1	-	19,725	-	-	-	-		
	PYPL	6.686,000	2,09	48hs.	7	6.580,000	6.686,000	1	-	6.549,000	6.500,000	6.898,500	24.145.680	397	15:46:18	
	PYPLB	-	-	48hs.	-	-	-	-	-	2.333,000	-	-	-	-		
	PYPLC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	PYPLD	6,400	-	48hs.	28	6,400	6,920	25	-	6,400	6,400	7,000	760	18	15:40:27	
	QCOM	10.775,000	'0,69	48hs.	12	10.561,500	10.770,000	60	-	10.701,000	10.180,500	11.299,500	9.531.347	154	15:40:53	
	QCOMC	-	-	48hs.	-	-	-	-	-	13,832	-	-	-	-		
	QCOMD	10,500	3,96	48hs.	26	10,000	11,350	7	-	10,100	10,500	11,500	389	7	15:12:41	
	QQQ	18.590,000	2,72	48hs.	144	18.580,000	18.590,000	3	-	18.096,000	18.000,000	18.600,000	106.013.840	727	15:46:18	
	QQQB	-	-	48hs.	-	-	-	-	-	16.650,000	-	-	-	-		
	QQQC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	QQQD	19,000	-2,06	48hs.	1	18,900	19,000	212	-	19,400	18,100	19,450	12.048	62	15:45:54	
	RBLX	17.899,500	'0,76	48hs.	10	17.350,000	17.900,000	11	-	17.764,000	16.110,500	18.110,000	336.062	10	15:39:17	
	RBLXB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	RBLXC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	RBLXD	-	-	48hs.	5	10,800	-	-	-	16,900	-	-	-	-		
	RIO	16.610,000	2,22	48hs.	31	16.610,000	16.900,000	37	-	16.248,000	16.520,000	17.487,000	11.652.736	205	15:43:03	
	RIOB	-	-	48hs.	-	-	-	-	-	15.410,000	-	-	-	-		
	RIOC	-	-	48hs.	-	-	-	-	-	2,393	-	-	-	-		
	RIOD	19,000	-3,30	48hs.	1	16,950	19,000	6	-	19,650	19,000	21,600	1.587	11	14:47:16	
	ROST	-	-	48hs.	5	25.000,000	-	-	-	27.500,000	-	-	-	-		
	ROSTC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	ROSTD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	RTX	16.000,000	8,84	48hs.	7	14.007,000	15.400,000	2	-	14.700,000	13.960,000	16.000,000	729.868	22	15:05:12	
	RTXC	-	-	48hs.	-	-	-	-	-	17,018	-	-	-	-		
	RTXD	-	-	48hs.	5	11,700	16,950	30	-	16,382	-	-	-	-		
	SAN	14.500,000	3,30	48hs.	45	14.505,000	14.999,500	1	-	14.035,500	14.500,000	15.000,000	131.000	3	15:06:28	
	SANC	-	-	48hs.	-	-	-	-	-	14,130	-	-	-	-		
	SAND	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SAP	23.900,000	5,51	48hs.	44	22.351,000	24.000,000	13	-	22.650,000	23.900,000	23.900,000	23.900	1	15:38:08	
	SAP.B	-	-	48hs.	-	-	-	-	-	4.391,000	-	-	-	-		
	SAPC	-	-	48hs.	-	-	-	-	-	4,944	-	-	-	-		
	SAPD	-	-	48hs.	-	-	-	-	-	15,036	-	-	-	-		
	SATL	873,500	-2,83	48hs.	3	905,000	904,500	23	-	899,000	860,000	935,000	9.885.614	458	15:42:52	
	SATLB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SATLC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SATLD	'0,810	-9,99	48hs.	99	'0,810	1,050	18	-	'0,900	'0,810	'0,810	1	1	13:00:16	
	SBS	-	-	48hs.	42	23.431,000	-	-	-	22.966,000	-	-	-	-		
	SBUX	25.000,000	2,37	48hs.	8	24.420,000	25.499,000	7	-	24.420,000	22.401,000	25.500,000	5.257.650	58	15:36:54	
	SBUXB	-	-	48hs.	-	-	-	-	-	6.420,000	-	-	-	-		
	SBUXC	-	-	48hs.	-	-	-	-	-	'0,010	-	-	-	-		
	SBUXD	-	-	48hs.	1	23,500	29,950	3	-	26,500	-	-	-	-		
	SCCO	35.800,000	'0,04	48hs.	1	32.220,500	35.800,000	4	-	35.785,000	35.800,000	35.800,000	143.200	4	14:07:29	
	SE	1.135,000	'0,75	48hs.	2.743	1.135,000	1.138,000	30	-	1.126,500	1.050,000	1.150,000	4.684.522	191	15:44:30	
	SEC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SED	-	-	48hs.	40	1,010	1,340	300	-	1,250	-	-	-	-		
	SHEL	32.600,000	2,51	48hs.	2	32.000,000	32.600,000	14	-	31.800,000	30.000,000	33.000,000	4.500.100	38	15:33:54	
	SHELB	-	-	48hs.	-	-	-	-	-	18.635,000	-	-	-	-		
	SHELC	-	-	48hs.	-	-	-	-	-	8,495	-	-	-	-		
	SHELD	32,000	2,66	48hs.	-	-	-	-	-	31,169	32,000	32,000	320	1	11:00:49	
	SHOP	610,000	3,47	48hs.	43	603,000	610,000	62	-	589,500	550,000	640,000	26.581.764	718	15:45:46	
	SHOPC	-	-	48hs.	-	-	-	-	-	1,415	-	-	-	-		
	SHOPD	'0,660	10,92	48hs.	28	'0,590	'0,674	1.022	-	'0,595	'0,620	'0,675	915	20	15:43:14	
	SID	23.000,000	6,52	48hs.	6	23.000,000	23.200,000	40	-	21.590,951	22.900,000	23.300,000	2.366.895	13	15:45:41	
	SIDC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SIDD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SIEGC	-	-	48hs.	-	-	-	-	-	6,278	-	-	-	-		
	SIEGY	-	-	48hs.	-	-	-	-	-	7.771,688	-	-	-	-		
	SLB	16.250,000	-1,51	48hs.	207	16.250,000	16.500,000	2	-	16.500,000	15.500,000	16.500,000	176.551	8	15:14:04	
	SLBC	-	-	48hs.	-	-	-	-	-	'0,010	-	-	-	-		
	SLBD	-	-	48hs.	10	4,000	-	-	-	19,500	-	-	-	-		
	SMSN	-	-	48hs.	-	-	-	-	-	13.143,824	-	-	-	-		
	SNA	41.900,000	-0,73	48hs.	1	39.200,500	43.000,000	11	-	42.211,000	41.900,000	43.000,000	294.700	3	15:24:39	
	SNAP	11.000,500	-	48hs.	76	11.000,500	11.290,000	1	-	11.000,000	11.000,500	11.700,000	165.707	4	15:17:46	
	SNAPD	-	-	48hs.	-	-	14,000	15	-	13,500	-	-	-	-		
	SNOW	5.300,000	'0,63	48hs.	20	5.100,000	5.300,000	7	-	5.266,500	4.918,500	5.300,000	441.665	10	14:28:35	
	SNOWC	-	-	48hs.	-	-	-	-	-	9,900	-	-	-	-		
	SNOWD	-	-	48hs.	30	4,750	5,960	13	-	5,740	-	-	-	-		
	SONY	20.700,000	5,21	48hs.	10	19.353,000	20.800,000	1	-	19.674,500	19.130,000	21.050,000	1.481.734	27	15:37:04	
	SONYC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SONYD	-	-	48hs.	5	15,100	26,900	5	-	24,200	-	-	-	-		
	SPGI	8.440,000	6,95	48hs.	17	8.175,500	8.420,000	5	-	7.891,000	7.891,000	8.662,000	6.868.355	87	15:41:33	
	SPGIC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SPGID	8,500	-	48hs.	8	6,850	9,400	10	-	8,500	8,500	8,500	85	1	12:12:08	
	SPOT	6.095,000	4,58	48hs.	1	6.085,000	6.094,000	1	-	5.828,000	5.518,500	6.200,000	5.731.194	172	15:44:31	
	SPOTB	-	-	48hs.	-	-	-	-	-	873,500	-	-	-	-		
	SPOTC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SPOTD	6,000	-14,04	48hs.	14	6,000	7,000	78	-	6,980	6,000	6,500	1.604	10	15:34:18	
	SPY	21.843,500	2,73	48hs.	8	21.821,500	22.067,500	8	-	21.262,000	20.003,000	22.400,000	1.454.193.511	2.930	15:46:16	
	SPYB	-	-	48hs.	-	-	-	-	-	20.068,000	-	-	-	-		
	SPYC	-	-	48hs.	-	-	-	-	-	22,000	-	-	-	-		
	SPYD	22,700	-0,87	48hs.	183	22,650	22,850	96	-	22,900	22,200	23,250	117.664	220	15:45:00	
	SPYDB	-	-	48hs.	-	-	-	-	-	22,550	-	-	-	-		
	SQ	2.720,000	1,15	48hs.	21	2.720,000	2.745,000	32	-	2.689,000	2.577,000	2.823,000	5.917.498	136	15:46:19	
	SQC	-	-	48hs.	-	-	-	-	-	13,250	-	-	-	-		
	SQD	2,970	4,94	48hs.	8	2,500	2,970	25	-	2,830	2,970	2,970	238	2	15:35:14	
	SUZ	-	-	48hs.	5	9.188,000	-	-	-	9.541,500	-	-	-	-		
	SUZC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SUZD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	SYY	8.645,000	3,15	48hs.	4	8.001,000	8.645,000	1	-	8.380,500	8.365,000	8.704,000	178.577	8	15:25:31	
	T	5.220,000	3,05	48hs.	218	5.180,000	5.201,000	1	-	5.065,500	5.065,500	5.343,000	12.049.672	289	15:46:19	
	TB	-	-	48hs.	-	-	-	-	-	1.740,000	-	-	-	-		
	TC	-	-	48hs.	-	-	-	-	-	6,583	-	-	-	-		
	TCB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	TCOM	-	-	48hs.	-	-	16.922,000	1	-	15.182,500	-	-	-	-		
	TCOMD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	TD	5,790	5,27	48hs.	1	5,200	5,750	54	-	5,500	5,500	5,800	755	11	13:54:13	
	TDB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	TEFO	480,500	1,05	48hs.	10	485,000	489,000	208	-	475,500	443,000	515,000	2.759.094	116	15:45:36	
	TEFOC	-	-	48hs.	-	-	-	-	-	1,565	-	-	-	-		
	TEN	33.700,000	-0,71	48hs.	158	33.700,000	33.800,000	5	-	33.943,000	30.717,000	35.895,000	20.529.727	152	15:45:55	
	TENB	-	-	48hs.	-	-	-	-	-	25.260,000	-	-	-	-		
	TENC	-	-	48hs.	-	-	-	-	-	18,610	-	-	-	-		
	TEND	35,100	'0,28	48hs.	68	35,000	35,100	1	-	35,000	35,000	37,500	1.340	12	15:10:26	
	TGT	5.170,000	2,38	48hs.	5	4.850,000	5.170,000	171	-	5.049,500	4.816,500	5.197,000	1.278.836	32	15:36:42	
	TGTB	-	-	48hs.	-	-	-	-	-	11.693,000	-	-	-	-		
	TGTC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	TGTD	-	-	48hs.	10	4,200	5,600	4	-	5,400	-	-	-	-		
	TIIAC	-	-	48hs.	-	-	-	-	-	'0,010	-	-	-	-		
	TIIAD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	TIIAY	-	-	48hs.	-	-	-	-	-	149,716	-	-	-	-		
	TIMB	-	-	48hs.	3	14.492,000	-	-	-	15.650,000	-	-	-	-		
	TIMBC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	TIMBD	-	-	48hs.	-	-	-	-	-	11,782	-	-	-	-		
	TM	38.100,000	-0,57	48hs.	10	38.060,000	38.100,000	107	-	38.320,000	37.900,000	38.600,000	7.115.333	58	15:43:36	
	TMC	-	-	48hs.	-	-	-	-	-	15,212	-	-	-	-		
	TMD	34,500	-9,92	48hs.	5	34,650	42,000	110	-	38,300	34,500	34,500	414	2	14:05:06	
	TMO	19.709,000	-3,85	48hs.	25	19.754,000	20.790,000	1	-	20.500,000	19.500,000	20.051,000	883.809	14	15:06:08	
	TMOB	-	-	48hs.	-	-	-	-	-	6.047,000	-	-	-	-		
	TMOC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	TMOD	-	-	48hs.	-	-	-	-	-	26,968	-	-	-	-		
	TRIP	8.829,500	-0,13	48hs.	10	8.565,500	8.829,000	8	-	8.841,500	8.520,000	9.369,000	1.642.298	31	15:21:23	
	TRIPC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	TRIPD	-	-	48hs.	-	-	-	-	-	14,700	-	-	-	-		
	TRVV	-	-	48hs.	1	24.406,000	-	-	-	24.405,500	-	-	-	-		
	TRVVB	-	-	48hs.	-	-	-	-	-	6.414,000	-	-	-	-		
	TRVVC	-	-	48hs.	-	-	-	-	-	21,621	-	-	-	-		
	TRVVD	-	-	48hs.	2	25,100	-	-	-	26,752	-	-	-	-		
	TSLA	14.790,000	1,56	48hs.	4	14.790,000	14.794,000	394	-	14.562,000	14.001,000	14.900,000	131.410.168	1.326	15:46:18	
	TSLAB	-	-	48hs.	-	-	-	-	-	8.590,000	-	-	-	-		
	TSLAC	-	-	48hs.	-	-	-	-	-	16,200	-	-	-	-		
	TSLAD	15,600	-1,88	48hs.	10	15,350	15,650	202	-	15,900	15,250	16,100	11.458	83	15:44:10	
	TSM	10.170,000	-0,04	48hs.	27	10.170,000	10.200,000	48	-	10.174,500	9.602,000	10.450,000	6.962.659	123	15:43:39	
	TSMB	-	-	48hs.	-	-	-	-	-	64.714,000	-	-	-	-		
	TSMC	-	-	48hs.	-	-	-	-	-	12,680	-	-	-	-		
	TSMD	10,300	-	48hs.	35	9,500	10,300	4	-	10,300	10,300	10,300	175	6	11:51:49	
	TSMDB	-	-	48hs.	-	-	-	-	-	249,000	-	-	-	-		
	TTE	22.450,000	-0,22	48hs.	5	18.930,000	21.586,000	2	-	22.500,000	22.450,000	22.450,000	89.800	3	11:43:17	
	TTEC	-	-	48hs.	-	-	-	-	-	3,484	-	-	-	-		
	TTED	-	-	48hs.	-	-	-	-	-	20,667	-	-	-	-		
	TV	830,000	4,66	48hs.	11.930	830,000	880,000	131	-	793,000	793,000	830,000	809.368	13	15:46:04	
	TVC	-	-	48hs.	-	-	-	-	-	5,312	-	-	-	-		
	TVD	-	-	48hs.	-	-	-	-	-	5,847	-	-	-	-		
	TWLO	1.630,000	1,97	48hs.	10	1.551,500	1.630,000	58	-	1.598,500	1.519,000	1.639,000	477.962	20	15:19:11	
	TWLOC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	TWLOD	-	-	48hs.	25	1,310	1,840	24	-	1,840	-	-	-	-		
	TXN	29.329,000	1,18	48hs.	5	29.150,000	29.800,000	10	-	28.986,000	28.200,000	29.990,000	1.789.146	30	15:15:01	
	TXNC	-	-	48hs.	-	-	-	-	-	18,636	-	-	-	-		
	TXND	-	-	48hs.	2	24,000	41,000	1	-	34,500	-	-	-	-		
	TXR	20.025,000	7,61	48hs.	75	20.000,000	20.050,000	40	-	18.608,500	17.621,000	20.500,000	14.264.010	153	15:44:43	
	TXRC	-	-	48hs.	-	-	-	-	-	21,500	-	-	-	-		
	TXRD	20,150	'0,49	48hs.	3	19,500	22,000	6	-	20,050	19,500	20,150	778	5	15:42:46	
	UAL	7.372,500	-1,70	48hs.	1	7.450,000	7.870,000	10	-	7.500,000	7.372,500	7.872,000	225.223	13	15:21:25	
	UALB	-	-	48hs.	-	-	-	-	-	6.295,000	-	-	-	-		
	UALC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	UALD	-	-	48hs.	1	7,350	10,450	3	-	10,450	-	-	-	-		
	UBER	24.000,500	'0,84	48hs.	8	24.300,000	26.399,500	10	-	23.800,500	24.000,000	24.750,000	625.641	10	15:06:55	
	UBERB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	UBERC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	UBERD	-	-	48hs.	50	15,000	-	-	-	15,000	-	-	-	-		
	UGP	-	-	48hs.	5	4.650,000	5.544,000	50	-	4.543,500	-	-	-	-		
	UGPC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	UGPD	-	-	48hs.	-	-	-	-	-	2,998	-	-	-	-		
	UL	15.000,000	-3,22	48hs.	26	15.000,000	15.900,000	2	-	15.500,000	14.380,000	16.452,000	4.662.028	31	15:44:54	
	ULB	-	-	48hs.	-	-	-	-	-	3.185,000	-	-	-	-		
	ULC	-	-	48hs.	-	-	-	-	-	14,295	-	-	-	-		
	ULD	-	-	48hs.	2	14,750	-	-	-	14,750	-	-	-	-		
	UNH	15.478,000	2,25	48hs.	59	15.265,000	15.479,000	2	-	15.136,000	14.503,000	15.750,000	10.288.089	90	15:43:25	
	UNHB	-	-	48hs.	-	-	-	-	-	12.900,000	-	-	-	-		
	UNHC	-	-	48hs.	-	-	-	-	-	15,086	-	-	-	-		
	UNHD	15,250	-3,48	48hs.	3	15,250	16,750	10	-	15,800	15,250	15,250	107	2	13:56:20	
	UNP	10.400,000	'0,15	48hs.	5	9.741,500	10.700,000	20	-	10.384,000	10.400,000	10.800,000	1.144.131	18	15:39:09	
	UNPC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	UNPD	-	-	48hs.	5	9,250	-	-	-	11,000	-	-	-	-		
	UPST	4.350,000	'0,51	48hs.	10	4.350,000	4.394,000	50	-	4.327,500	4.138,000	4.499,500	1.421.772	41	15:31:28	
	UPSTB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	UPSTC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	UPSTD	-	-	48hs.	-	-	-	-	-	6,200	-	-	-	-		
	URBN	-	-	48hs.	-	-	16.500,000	3	-	14.716,000	-	-	-	-		
	URBNC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	URBND	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	USB	7.000,000	-2,77	48hs.	9	6.900,000	7.200,000	37	-	7.200,000	7.000,000	7.200,000	255.800	9	15:07:36	
	V	13.449,000	3,35	48hs.	4	13.315,000	13.449,000	10	-	13.012,000	12.550,000	13.600,000	9.360.566	179	15:44:31	
	VALE	7.190,000	4,12	48hs.	199	7.070,000	7.140,000	12	-	6.905,172	6.678,000	7.227,500	29.553.805	246	15:38:19	
	VALEB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	VALEC	-	-	48hs.	-	-	-	-	-	6,037	-	-	-	-		
	VALED	-	-	48hs.	100	7,010	7,700	4	-	7,655	-	-	-	-		
	VB	-	-	48hs.	-	-	-	-	-	10.735,000	-	-	-	-		
	VC	-	-	48hs.	-	-	-	-	-	12,821	-	-	-	-		
	VD	14,000	6,87	48hs.	10	13,150	14,100	83	-	13,100	13,200	14,450	947	9	14:55:15	
	VIST	27.390,000	1,88	48hs.	18	27.410,000	27.430,000	100	-	26.883,000	26.601,000	27.495,000	430.362.454	1.097	15:45:27	
	VISTB	-	-	48hs.	-	-	-	-	-	30.524,000	-	-	-	-		
	VISTC	-	-	48hs.	-	-	-	-	-	21,850	-	-	-	-		
	VISTD	28,000	-3,44	48hs.	107	27,800	28,000	41	-	29,000	27,000	29,150	11.756	47	15:39:38	
	VITCB	-	-	48hs.	-	-	-	-	-	25,550	-	-	-	-		
	VITDB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	VIV	10.050,000	'0,50	48hs.	1	7.500,000	9.879,000	2	-	10.000,000	10.050,000	10.050,000	10.050	1	14:01:29	
	VIVC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	VIVD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	VOD	8.394,500	2,83	48hs.	60	8.300,000	8.530,000	40	-	8.162,720	8.110,000	8.550,000	1.131.680	19	15:01:01	
	VODC	-	-	48hs.	-	-	-	-	-	'0,010	-	-	-	-		
	VODD	-	-	48hs.	-	-	-	-	-	15,093	-	-	-	-		
	VRSN	31.190,000	'0,61	48hs.	1	31.285,500	37.500,000	8	-	31.000,000	31.190,000	31.190,000	218.330	4	13:42:31	
	VRSNC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	VRSND	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	VZ	18.000,000	1,80	48hs.	67	17.750,000	18.000,000	17	-	17.680,500	17.040,000	18.000,000	8.999.470	107	15:42:49	
	VZB	-	-	48hs.	-	-	-	-	-	6.409,000	-	-	-	-		
	VZC	-	-	48hs.	-	-	-	-	-	22,798	-	-	-	-		
	VZD	17,500	-2,77	48hs.	30	17,500	18,650	12	-	18,000	17,500	18,000	36	2	12:15:40	
	WBA	6.356,000	-0,92	48hs.	12	6.300,000	6.498,000	17	-	6.415,500	6.051,000	6.849,000	6.630.683	174	15:44:21	
	WBAC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	WBAD	6,970	-0,42	48hs.	10	5,800	6,960	1	-	7,000	6,970	7,000	28	2	13:34:48	
	WBO	1.735,000	2,05	48hs.	39	1.735,000	1.939,000	20	-	1.700,000	1.730,000	1.943,000	342.732	34	15:18:19	
	WBOD	-	-	48hs.	-	-	-	-	-	9,688	-	-	-	-		
	WFC	7.888,000	1,28	48hs.	147	7.821,500	7.989,000	280	-	7.788,000	7.525,000	8.000,000	17.474.005	85	15:36:46	
	WFC.B	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	WFCC	-	-	48hs.	-	-	-	-	-	6,920	-	-	-	-		
	WFCD	9,000	2,15	48hs.	10	8,250	9,000	17	-	8,810	8,590	9,000	99	3	13:45:44	
	WMT	24.700,000	3,18	48hs.	8	24.700,000	24.739,000	108	-	23.938,500	23.501,000	24.800,000	54.727.149	376	15:45:33	
	WMT.B	-	-	48hs.	-	-	-	-	-	21.211,000	-	-	-	-		
	WMTC	-	-	48hs.	-	-	-	-	-	24,510	-	-	-	-		
	WMTD	26,200	-2,23	48hs.	2	25,800	26,900	6	-	26,800	24,000	26,550	7.374	20	15:32:44	
	X	10.898,000	2,65	48hs.	9	10.602,500	10.898,000	39	-	10.616,000	10.350,000	11.250,000	2.154.219	42	15:25:43	
	XD	-	-	48hs.	5	9,600	12,100	1	-	12,150	-	-	-	-		
	XLE	40.250,000	1,86	48hs.	1	40.195,000	40.245,000	1	-	39.513,500	38.843,000	40.700,000	39.174.195	204	15:44:27	
	XLEB	-	-	48hs.	-	-	-	-	-	41.203,000	-	-	-	-		
	XLEC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	XLED	42,000	1,20	48hs.	3	39,150	42,000	41	-	41,500	39,000	42,000	752	6	15:28:16	
	XLEDB	-	-	48hs.	-	-	-	-	-	42,500	-	-	-	-		
	XLF	16.700,000	3,27	48hs.	2	16.500,500	16.700,000	29	-	16.171,000	16.301,000	17.399,000	18.031.208	173	15:45:01	
	XLFB	-	-	48hs.	-	-	-	-	-	7.356,000	-	-	-	-		
	XLFC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	XLFD	17,500	-	48hs.	14	15,900	18,200	35	-	17,500	17,500	17,500	875	4	11:40:44	
	XOM	20.330,000	2,27	48hs.	11	20.307,000	20.330,000	1	-	19.878,500	19.640,000	21.011,500	41.638.822	390	15:45:55	
	XOMB	-	-	48hs.	-	-	-	-	-	10.595,000	-	-	-	-		
	XOMC	-	-	48hs.	-	-	-	-	-	17,256	-	-	-	-		
	XOMD	21,000	-2,32	48hs.	2	21,000	21,900	60	-	21,500	20,700	22,000	1.835	24	15:39:20	
	XP	5.036,000	'0,42	48hs.	66	5.036,000	5.449,500	2	-	5.014,500	5.016,000	5.500,000	345.953	10	14:25:35	
	XPC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	XPD	-	-	48hs.	-	-	-	-	-	4,400	-	-	-	-		
	XROX	11.907,000	-2,10	48hs.	83	11.947,000	13.097,500	7	-	12.163,500	11.907,000	11.907,500	130.979	4	13:28:36	
	XROXC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	XROXD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	YELP	-	-	48hs.	19	21.000,000	-	-	-	20.333,500	-	-	-	-		
	YELPD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
