simbolo,puntas,ultimoPrecio,variacionPorcentual,apertura,maximo,minimo,ultimoCierre,volumen,cantidadOperaciones,fecha,tipoOpcion,precioEjercicio,fechaVencimiento,mercado,moneda,descripcion,plazo,laminaMinima,lote
WMT,"{'cantidadCompra': 7.0, 'precioCompra': 25010.0, 'precioVenta': 25077.5, 'cantidadVenta': 1400.0}",25079.5,1.82,25000.0,25900.0,24529.0,25079.5,5383.0,582.0,2023-12-29T13:43:55.493,,,,1,1,Walmart,T2,1,1
WMTD,"{'cantidadCompra': 35.0, 'precioCompra': 25.7, 'precioVenta': 26.15, 'cantidadVenta': 41.0}",25.7,0.19,25.0,26.0,25.0,25.7,70.0,18.0,2023-12-29T13:45:47.11,,,,1,2,Walmart,T2,1,1
X,"{'cantidadCompra': 180.0, 'precioCompra': 15377.5, 'precioVenta': 15526.0, 'cantidadVenta': 3500.0}",15377.0,0.6,15485.5,15850.0,15164.0,15377.0,2051.0,78.0,2023-12-29T13:34:09.573,,,,1,1,United States Steel,T2,1,1
XD,"{'cantidadCompra': 1.0, 'precioCompra': 15.25, 'precioVenta': 15.25, 'cantidadVenta': 1.0}",14.55,-4.9,14.55,14.55,14.55,14.55,9.0,1.0,2023-12-29T12:20:57.747,,,,1,2,United States Steel,T2,1,1
XLE,"{'cantidadCompra': 7.0, 'precioCompra': 39644.0, 'precioVenta': 40054.5, 'cantidadVenta': 2700.0}",39644.0,-0.36,39150.0,41000.0,38932.0,39644.0,3493.0,195.0,2023-12-29T13:44:46.907,,,,1,1,Etf Spdr Energy Sector,T2,1,1
XLED,"{'cantidadCompra': 8.0, 'precioCompra': 41.35, 'precioVenta': 42.55, 'cantidadVenta': 26.0}",42.5,-0.23,42.6,42.6,41.35,42.5,46.0,8.0,2023-12-29T13:28:13.903,,,,1,2,Etf Spdr Energy Sector,T2,1,1
XLF,"{'cantidadCompra': 23.0, 'precioCompra': 17900.0, 'precioVenta': 17954.5, 'cantidadVenta': 6300.0}",17954.5,0.78,18500.0,18916.0,17595.5,17954.5,1101.0,148.0,2023-12-29T13:46:15.12,,,,1,1,Etf Spdr Financial Sector,T2,1,1
XLFD,"{'cantidadCompra': 49.0, 'precioCompra': 18.5, 'precioVenta': 18.7, 'cantidadVenta': 2.0}",18.4,-0.54,18.9,18.9,18.35,18.4,22.0,9.0,2023-12-29T12:53:42.177,,,,1,2,Etf Spdr Financial Sector,T2,1,1
XOM,"{'cantidadCompra': 60.0, 'precioCompra': 18998.0, 'precioVenta': 19090.5, 'cantidadVenta': 1400.0}",18997.5,1.02,18600.0,19782.0,18600.0,18997.5,2694.0,314.0,2023-12-29T13:43:02.997,,,,1,1,Exxon Mobil,T2,1,1
XOMD,"{'cantidadCompra': 1.0, 'precioCompra': 19.65, 'precioVenta': 20.3, 'cantidadVenta': 7.0}",20.1,0.0,20.3,20.4,19.55,20.1,55.0,11.0,2023-12-29T13:44:48.297,,,,1,2,Exxon Mobil,T2,1,1
XP,"{'cantidadCompra': 430.0, 'precioCompra': 6183.5, 'precioVenta': 6263.5, 'cantidadVenta': 8300.0}",6265.5,0.65,6298.0,6298.0,6100.0,6265.5,235.0,6.0,2023-12-29T13:40:26.58,,,,1,1,XP INC.,T2,1,1
XPC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:00.363,,,,1,2,Xp Inc.,T2,1,1
XPD,"{'cantidadCompra': 3.0, 'precioCompra': 5.55, 'precioVenta': 0.0, 'cantidadVenta': 0.0}",6.3,0.0,6.3,6.3,6.3,6.3,0.0,0.0,2023-12-29T03:00:02.56,,,,1,2,Xp Inc.,T2,1,1
XROX,"{'cantidadCompra': 2000.0, 'precioCompra': 17182.5, 'precioVenta': 17458.0, 'cantidadVenta': 2000.0}",17155.0,-1.97,17500.0,17500.0,17155.0,17155.0,10.0,4.0,2023-12-29T12:36:21.547,,,,1,1,Xerox,T2,1,1
YELP,"{'cantidadCompra': 100.0, 'precioCompra': 22237.5, 'precioVenta': 22613.0, 'cantidadVenta': 100.0}",22557.0,1.81,22557.0,22557.0,22557.0,22557.0,47.0,1.0,2023-12-29T12:20:57.757,,,,1,1,Yelp Inc,T2,1,1
YY,"{'cantidadCompra': 240.0, 'precioCompra': 7431.0, 'precioVenta': 7560.0, 'cantidadVenta': 50.0}",7589.5,6.89,7702.0,7702.0,7589.5,7589.5,24.0,2.0,2023-12-29T13:30:40.443,,,,1,1,YY Inc.,T2,1,1
YYD,,6.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,2023-12-29T03:00:03.55,,,,1,2,Yy Inc.,T2,1,1
YZCA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:26.407,,,,1,1,CEDEAR YANZHOU COAL MINING CO.LIMITED,T2,1,1
YZCAC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:00.727,,,,1,2,Cedear Yanzhou Coal Mining Co.Limited,T2,1,1
ZM,"{'cantidadCompra': 10.0, 'precioCompra': 1441.0, 'precioVenta': 1455.0, 'cantidadVenta': 15.0}",1466.5,-0.3,1410.0,1510.0,1410.0,1466.5,2669.0,63.0,2023-12-29T13:37:27.03,,,,1,1,Zoom Video Communications Inc.,T2,1,1
ZMC,,6.15,0.0,6.15,6.15,6.15,6.15,0.0,0.0,2023-12-29T03:00:01.53,,,,1,2,Zoom Video Communications Inc,T2,1,1
ZMD,"{'cantidadCompra': 40.0, 'precioCompra': 1.25, 'precioVenta': 1.52, 'cantidadVenta': 9.0}",1.55,0.0,1.58,1.58,1.5,1.55,0.0,0.0,2023-12-29T03:00:22.22,,,,1,2,Zoom Video Communications Inc,T2,1,1
