	Especie	Ult. Pre.	Var. %	Plazo	CC	PC	PV	CV	Cierre	Anterior	Mín	Máx	Total	Oper.	Hora	
	PEP	-	-	24hs.	22	24.180,000	26.700,000	10	24.000,000	24.000,000	-	-	-	-		
	PEPD	-	-	24hs.	-	-	-	-	-	27,750	-	-	-	-		
	PFE	-	-	24hs.	-	-	-	-	13.045,500	13.045,500	-	-	-	-		
	PFE.B	-	-	24hs.	-	-	-	-	-	7.211,000	-	-	-	-		
	PFED	-	-	24hs.	-	-	-	-	16,750	16,750	-	-	-	-		
	PG	26.850,000	1,32	24hs.	-	-	28.500,000	22	27.350,000	26.500,000	26.500,000	27.600,000	513.700	4	14:51:04	
	PG..B	-	-	24hs.	-	-	-	-	-	9.405,000	-	-	-	-		
	PGC	-	-	24hs.	-	-	-	-	-	19,011	-	-	-	-		
	PKS	-	-	24hs.	30	22.727,000	-	-	117,772	117,772	-	-	-	-		
	PSX	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	PSXC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	PYPL	-	-	24hs.	-	-	-	-	6.655,500	6.655,500	-	-	-	-		
	PYPLD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	QCOM	-	-	24hs.	-	-	-	-	7.946,132	7.946,132	-	-	-	-		
	QCOMC	-	-	24hs.	-	-	-	-	79,885	79,885	-	-	-	-		
	QCOMD	-	-	24hs.	-	-	-	-	13,293	13,293	-	-	-	-		
	QQQ	17.057,000	3,36	24hs.	-	-	-	-	17.057,000	16.501,000	16.778,000	17.301,000	356.155	5	15:02:17	
	QQQB	-	-	24hs.	-	-	-	-	-	4.767,000	-	-	-	-		
	QQQC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	RBLX	-	-	24hs.	-	-	-	-	16.400,000	16.400,000	-	-	-	-		
	RBLXC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	RIO	-	-	24hs.	-	-	-	-	-	16.500,000	-	-	-	-		
	RIOD	-	-	24hs.	-	-	-	-	-	20,700	-	-	-	-		
	ROST	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	ROSTD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	RTX	-	-	24hs.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	RTXC	-	-	24hs.	-	-	-	-	-	'0,010	-	-	-	-		
	SAP	-	-	24hs.	-	-	-	-	2.805,614	2.805,614	-	-	-	-		
	SAPD	-	-	24hs.	-	-	-	-	-	434,000	-	-	-	-		
	SATL	-	-	24hs.	-	-	-	-	920,000	920,000	-	-	-	-		
	SATLC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SATLD	-	-	24hs.	-	-	-	-	2,150	2,150	-	-	-	-		
	SBUX	-	-	24hs.	-	-	-	-	15.181,474	15.181,474	-	-	-	-		
	SBUXB	-	-	24hs.	-	-	-	-	-	6.288,500	-	-	-	-		
	SCCO	-	-	24hs.	-	-	-	-	2.835,408	2.835,408	-	-	-	-		
	SE	-	-	24hs.	-	-	-	-	785,000	785,000	-	-	-	-		
	SEC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SED	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SHELD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SHOP	-	-	24hs.	-	-	-	-	380,000	380,000	-	-	-	-		
	SHOPD	-	-	24hs.	-	-	-	-	'0,670	'0,670	-	-	-	-		
	SIEGY	-	-	24hs.	-	-	-	-	-	45,334	-	-	-	-		
	SLB	-	-	24hs.	-	-	-	-	-	3.310,777	-	-	-	-		
	SNA	-	-	24hs.	-	-	-	-	'0,441	'0,441	-	-	-	-		
	SNOWC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SNOWD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SONY	-	-	24hs.	-	-	-	-	19.000,000	19.000,000	-	-	-	-		
	SONYC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SONYD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SPGI	-	-	24hs.	-	-	-	-	-	6.437,779	-	-	-	-		
	SPGIC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SPGID	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SPOT	-	-	24hs.	-	-	-	-	2.902,000	2.902,000	-	-	-	-		
	SPOTC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SPOTD	-	-	24hs.	-	-	-	-	9,200	9,200	-	-	-	-		
	SPY	21.199,000	5,46	24hs.	-	-	-	-	20.918,500	20.101,000	20.104,000	21.250,000	4.573.473	47	16:58:39	
	SPYB	21.739,500	6,08	24hs.	-	-	-	-	21.739,500	20.492,000	21.739,500	21.739,500	40.000.680	1	14:34:49	
	SPYC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SPYD	21,500	-	24hs.	-	-	-	-	21,500	21,500	21,500	21,500	645	1	11:30:08	
	SPYDB	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SQ	-	-	24hs.	-	-	-	-	1.910,000	1.910,000	-	-	-	-		
	SQC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SQD	-	-	24hs.	-	-	-	-	2,500	2,500	-	-	-	-		
	SUZ	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SUZD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	SYYC	-	-	24hs.	-	-	-	-	131,250	131,250	-	-	-	-		
	SYYD	-	-	24hs.	-	-	-	-	-	131,250	-	-	-	-		
	T	-	-	24hs.	-	-	5.499,000	10	3.770,015	3.770,015	-	-	-	-		
	TC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	TD	-	-	24hs.	-	-	-	-	5,418	5,418	-	-	-	-		
	TEFO	-	-	24hs.	-	-	-	-	192,370	192,370	-	-	-	-		
	TEN	-	-	24hs.	-	-	-	-	23.049,340	23.049,340	-	-	-	-		
	TENC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	TEND	-	-	24hs.	-	-	-	-	-	35,000	-	-	-	-		
	TGT	-	-	24hs.	-	-	-	-	4.600,000	4.600,000	-	-	-	-		
	TGTD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	TIIAC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	TIIAD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	TIIAY	-	-	24hs.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	TIMB	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	TM	-	-	24hs.	-	-	-	-	29.964,000	29.964,000	-	-	-	-		
	TMO	-	-	24hs.	-	-	-	-	4.746,768	4.746,768	-	-	-	-		
	TRVV	-	-	24hs.	-	-	-	-	627,000	627,000	-	-	-	-		
	TRVVC	-	-	24hs.	-	-	-	-	22,096	22,096	-	-	-	-		
	TSLA	14.990,000	6,30	24hs.	5	14.850,000	15.000,000	11	14.990,000	14.100,500	14.344,000	15.100,000	399.167	10	16:34:54	
	TSLAD	-	-	24hs.	-	-	-	-	18,000	18,000	-	-	-	-		
	TSMD	-	-	24hs.	-	-	-	-	7,779	7,779	-	-	-	-		
	TTE	-	-	24hs.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	TTEC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	TWLO	-	-	24hs.	-	-	-	-	1.490,500	1.490,500	-	-	-	-		
	TWLOD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	TXN	-	-	24hs.	-	-	-	-	-	214,500	-	-	-	-		
	TXNC	-	-	24hs.	-	-	-	-	214,500	214,500	-	-	-	-		
	TXND	-	-	24hs.	-	-	-	-	214,500	214,500	-	-	-	-		
	TXR	-	-	24hs.	-	-	-	-	17.500,000	17.500,000	-	-	-	-		
	TXRD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	UAL	-	-	24hs.	-	-	-	-	-	7.460,000	-	-	-	-		
	UALC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	UALD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	UBER	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	UBERC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	UBERD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	ULB	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	ULD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	UNH	-	-	24hs.	-	-	-	-	9.206,923	9.206,923	-	-	-	-		
	UNHB	-	-	24hs.	-	-	-	-	4.615,000	4.615,000	-	-	-	-		
	UNHC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	UNHD	-	-	24hs.	-	-	-	-	16,000	16,000	-	-	-	-		
	UNP	-	-	24hs.	-	-	-	-	5.168,601	5.168,601	-	-	-	-		
	UNPC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	UNPD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	UPST	-	-	24hs.	-	-	-	-	3.812,000	3.812,000	-	-	-	-		
	UPSTC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	UPSTD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	USB	-	-	24hs.	-	-	-	-	1.214,096	1.214,096	-	-	-	-		
	V	-	-	24hs.	4	12.005,000	-	-	11.999,000	11.999,000	-	-	-	-		
	VALE	-	-	24hs.	-	-	-	-	5.285,971	5.285,971	-	-	-	-		
	VALEB	-	-	24hs.	-	-	-	-	2.189,000	2.189,000	-	-	-	-		
	VALEC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	VALED	-	-	24hs.	-	-	-	-	84,800	84,800	-	-	-	-		
	VB	-	-	24hs.	-	-	-	-	11.501,000	11.501,000	-	-	-	-		
	VC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	VD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	VIST	28.850,000	3,40	24hs.	-	-	-	-	28.875,000	27.899,000	27.543,500	28.990,000	1.760.208	13	16:36:59	
	VISTB	-	-	24hs.	-	-	-	-	-	24.850,000	-	-	-	-		
	VISTC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	VISTD	-	-	24hs.	-	-	33,000	17	27,550	27,550	-	-	-	-		
	VOD	-	-	24hs.	-	-	-	-	978,603	978,603	-	-	-	-		
	VODC	-	-	24hs.	-	-	-	-	17,563	17,563	-	-	-	-		
	VODD	-	-	24hs.	-	-	-	-	-	17,563	-	-	-	-		
	VZ	-	-	24hs.	-	-	-	-	8.897,283	8.897,283	-	-	-	-		
	VZB	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	VZC	-	-	24hs.	-	-	-	-	25,710	25,710	-	-	-	-		
	VZD	-	-	24hs.	-	-	-	-	-	19,400	-	-	-	-		
	WBA	6.611,500	'0,01	24hs.	10	6.611,500	-	-	6.611,500	6.610,526	6.611,500	6.611,500	925.610	5	15:31:09	
	WBAC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	WBAD	-	-	24hs.	-	-	-	-	8,630	8,630	-	-	-	-		
	WFC	-	-	24hs.	-	-	-	-	-	4.101,277	-	-	-	-		
	WFC.B	-	-	24hs.	-	-	-	-	2.554,000	2.554,000	-	-	-	-		
	WFCC	-	-	24hs.	-	-	-	-	174,050	174,050	-	-	-	-		
	WFCD	-	-	24hs.	-	-	-	-	5,310	5,310	-	-	-	-		
	WMT	23.400,000	-0,42	24hs.	8	23.000,000	25.090,000	2	23.450,000	23.500,000	23.400,000	23.500,000	140.700	2	12:47:26	
	WMTC	-	-	24hs.	-	-	-	-	16,298	16,298	-	-	-	-		
	X	-	-	24hs.	-	-	-	-	7.810,577	7.810,577	-	-	-	-		
	XD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	XLE	-	-	24hs.	16	33.768,500	-	-	36.900,000	36.900,000	-	-	-	-		
	XLEB	-	-	24hs.	-	-	-	-	41.222,000	41.222,000	-	-	-	-		
	XLEC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	XLED	-	-	24hs.	-	-	-	-	-	44,550	-	-	-	-		
	XLF	-	-	24hs.	-	-	-	-	13.620,000	13.620,000	-	-	-	-		
	XLFB	-	-	24hs.	-	-	-	-	-	7.332,000	-	-	-	-		
	XLFD	-	-	24hs.	-	-	-	-	-	16,680	-	-	-	-		
	XOM	-	-	24hs.	-	-	-	-	17.825,000	17.825,000	-	-	-	-		
	XOMB	-	-	24hs.	-	-	-	-	6.452,000	6.452,000	-	-	-	-		
	XOMD	-	-	24hs.	-	-	-	-	20,450	20,450	-	-	-	-		
	XP	-	-	24hs.	-	-	-	-	1.896,861	1.896,861	-	-	-	-		
	XPD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	XROX	-	-	24hs.	-	-	-	-	-	12.724,000	-	-	-	-		
	XROXD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	YZCA	-	-	24hs.	-	-	-	-	'0,007	'0,007	-	-	-	-		
	YZCAC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	ZM	-	-	24hs.	-	-	-	-	654,000	654,000	-	-	-	-		
	ZMC	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
	ZMD	-	-	24hs.	-	-	-	-	-	-	-	-	-	-		
