	Especie	Ult. Pre.	Var. %	Plazo	CC	PC	PV	CV	Cierre	Anterior	Mín	Máx	Total	Oper.	Hora	
	FNMA	-	-	48hs.	-	-	-	-	-	240,000	-	-	-	-		
	FSLR	45.600,000	-3,57	48hs.	1	45.600,500	47.300,000	6	45.589,500	47.292,000	44.944,000	48.950,000	18.659.808	107	16:58:49	
	FSLRB	-	-	48hs.	-	-	-	-	19.783,000	19.783,000	-	-	-	-		
	FSLRC	-	-	48hs.	-	-	-	-	110,750	110,750	-	-	-	-		
	GE	14.100,000	1,81	48hs.	-	-	-	-	14.100,000	13.849,000	13.600,000	14.510,000	17.834.274	122	16:53:55	
	GE..B	-	-	48hs.	-	-	-	-	12.377,000	12.377,000	-	-	-	-		
	GEC	-	-	48hs.	-	-	-	-	13,500	13,500	-	-	-	-		
	GED	-	-	48hs.	-	-	17,300	44	16,300	16,300	-	-	-	-		
	GED.B	-	-	48hs.	-	-	-	-	112,500	112,500	-	-	-	-		
	GFI	13.507,000	1,73	48hs.	-	-	-	-	13.507,000	13.276,500	13.223,500	13.649,000	984.069	14	15:06:27	
	GGB	17.020,000	2,24	48hs.	5	16.500,000	-	-	17.013,500	16.646,500	16.460,000	17.233,500	2.566.307	43	16:29:50	
	GGBD	-	-	48hs.	10	16,500	-	-	-	18,865	-	-	-	-		
	GILD	18.761,000	3,24	48hs.	-	-	19.987,500	1	18.721,500	18.172,000	17.500,000	18.900,000	19.864.764	148	16:59:52	
	GILDB	-	-	48hs.	-	-	-	-	-	3.526,000	-	-	-	-		
	GILDC	-	-	48hs.	-	-	-	-	13,503	13,503	-	-	-	-		
	GILDD	22,500	-6,25	48hs.	5	17,100	24,000	3	22,500	24,000	22,500	22,500	158	2	16:35:13	
	GLOB	11.391,500	3,15	48hs.	6	11.317,000	11.560,000	2.561	11.496,500	11.043,500	11.080,000	11.650,000	98.332.724	573	16:59:54	
	GLOBB	-	-	48hs.	-	-	-	-	5.165,000	5.165,000	-	-	-	-		
	GLOBC	-	-	48hs.	-	-	-	-	12,167	12,167	-	-	-	-		
	GLOBD	12,400	3,33	48hs.	5	9,000	12,850	1	12,350	12,000	11,800	12,400	494	8	15:57:44	
	GLW	6.755,000	4,72	48hs.	-	-	-	-	6.755,000	6.450,000	6.515,000	6.755,000	897.558	14	16:52:52	
	GLWC	-	-	48hs.	-	-	-	-	2,981	2,981	-	-	-	-		
	GM	5.120,000	4,59	48hs.	-	-	6.692,000	49	5.117,000	4.895,000	4.830,000	5.120,000	13.355.427	219	16:59:16	
	GMC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	GMD	-	-	48hs.	25	3,200	-	-	5,770	5,770	-	-	-	-		
	GOGLB	-	-	48hs.	-	-	-	-	2.118,000	2.118,000	-	-	-	-		
	GOGLC	-	-	48hs.	-	-	-	-	1,885	1,885	-	-	-	-		
	GOGLD	2,280	3,16	48hs.	25	1,910	2,300	387	2,270	2,210	2,150	2,290	19.660	166	16:57:22	
	GOLD	16.297,000	2,86	48hs.	22	16.297,000	16.347,000	20	16.325,000	15.843,000	15.495,500	16.649,500	301.631.258	1.075	16:59:57	
	GOLDB	-	-	48hs.	-	-	-	-	13.059,000	13.059,000	-	-	-	-		
	GOLDC	-	-	48hs.	-	-	-	-	-	16,100	-	-	-	-		
	GOLDD	17,100	-3,38	48hs.	7	13,100	17,700	3	17,100	17,700	16,800	17,700	4.642	44	16:58:05	
	GOOGL	2.114,000	3,34	48hs.	2	2.030,000	2.150,000	56	2.114,000	2.045,500	2.040,000	2.150,000	498.748.180	6.121	17:11:06	
	GPRK	8.041,500	'0,91	48hs.	-	-	8.200,000	35	8.041,500	7.968,500	7.600,000	8.041,500	5.145.413	64	16:53:01	
	GPRKD	-	-	48hs.	-	-	-	-	10,750	10,750	-	-	-	-		
	GRMN	38.578,000	4,09	48hs.	-	-	-	-	38.578,000	37.059,500	37.881,500	38.914,000	307.180	5	13:50:40	
	GRMNC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	GRMND	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	GS	24.479,500	4,09	48hs.	-	-	28.150,000	5	24.649,000	23.517,000	23.650,000	24.774,000	5.676.048	49	16:56:41	
	GSB	-	-	48hs.	-	-	-	-	5.391,500	5.391,500	-	-	-	-		
	GSC	-	-	48hs.	-	-	-	-	26,992	26,992	-	-	-	-		
	GSD	-	-	48hs.	5	14,100	-	-	27,950	27,950	-	-	-	-		
	GSK	8.544,500	3,08	48hs.	-	-	-	-	8.544,500	8.288,500	8.242,000	8.638,000	4.692.199	26	16:32:34	
	GSKD	-	-	48hs.	10	7,000	-	-	8,900	8,900	-	-	-	-		
	HAL	16.150,000	-0,98	48hs.	19	16.150,000	16.470,000	2	-	16.310,396	15.201,000	16.403,000	1.909.600	37	16:21:39	
	HALD	-	-	48hs.	10	7,000	-	-	22,570	22,570	-	-	-	-		
	HD	9.482,000	6,45	48hs.	3	9.450,000	9.482,000	53	9.507,000	8.907,000	9.000,000	9.542,000	13.051.957	135	16:55:08	
	HD..B	-	-	48hs.	-	-	-	-	-	555,000	-	-	-	-		
	HDB	28.260,000	'0,94	48hs.	-	-	-	-	28.260,000	27.995,000	28.260,000	28.260,000	28.260	1	12:05:04	
	HDBC	-	-	48hs.	-	-	-	-	-	6,234	-	-	-	-		
	HDC	-	-	48hs.	-	-	-	-	5,004	5,004	-	-	-	-		
	HDD	-	-	48hs.	9	8,500	-	-	8,550	8,550	-	-	-	-		
	HHPD	-	-	48hs.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	HL	4.450,000	3,47	48hs.	-	-	-	-	4.450,000	4.300,500	4.324,000	4.450,000	1.619.698	16	16:36:29	
	HLD	-	-	48hs.	-	-	-	-	4,600	4,600	-	-	-	-		
	HMC	29.050,500	6,67	48hs.	-	-	29.425,000	1	29.051,500	27.232,500	27.789,000	29.052,000	2.596.183	18	16:43:38	
	HMC.C	-	-	48hs.	-	-	-	-	-	31,647	-	-	-	-		
	HMY	5.650,000	3,51	48hs.	2	5.650,000	5.660,000	27	5.644,000	5.458,000	5.250,000	5.700,000	46.504.789	525	16:59:49	
	HMY.B	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	HMYC	-	-	48hs.	-	-	-	-	3,138	3,138	-	-	-	-		
	HMYD	-	-	48hs.	10	3,000	6,150	3	5,700	5,700	-	-	-	-		
	HOG	9.499,500	4,24	48hs.	-	-	-	-	9.475,000	9.113,000	8.910,000	9.500,000	2.228.809	27	16:54:10	
	HON	21.202,000	-0,78	48hs.	-	-	-	-	21.202,000	21.369,000	20.995,000	21.202,000	442.592	12	16:42:54	
	HON.B	-	-	48hs.	-	-	-	-	5.100,000	5.100,000	-	-	-	-		
	HONC	-	-	48hs.	-	-	-	-	1,400	1,400	-	-	-	-		
	HOND	-	-	48hs.	-	-	-	-	1,124	1,124	-	-	-	-		
	HPQ	26.500,000	1,90	48hs.	-	-	-	-	26.500,000	26.003,500	26.000,000	26.500,000	2.574.727	25	16:35:40	
	HPQC	-	-	48hs.	-	-	-	-	-	5,038	-	-	-	-		
	HPQD	-	-	48hs.	5	21,000	-	-	21,000	21,000	-	-	-	-		
	HSBC	17.836,000	2,20	48hs.	-	-	-	-	17.836,000	17.451,000	17.628,000	18.150,000	1.370.796	13	16:59:43	
	HSBCC	-	-	48hs.	-	-	-	-	-	7,865	-	-	-	-		
	HSY	8.450,000	4,16	48hs.	1	7.990,000	10.000,000	8	8.474,000	8.112,000	8.000,000	8.523,000	15.440.815	216	16:59:58	
	HSYB	-	-	48hs.	-	-	-	-	-	8.190,000	-	-	-	-		
	HSYC	-	-	48hs.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	HSYD	-	-	48hs.	25	8,200	11,600	10	9,990	9,990	-	-	-	-		
	HWM	49.000,000	13,16	48hs.	3	47.154,000	49.498,000	2	-	43.300,500	47.154,000	49.499,500	3.083.073	14	16:29:50	
	HWMC	-	-	48hs.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	HWMD	-	-	48hs.	-	-	-	-	42,500	42,500	-	-	-	-		
	IBM	30.000,000	2,56	48hs.	10	24.000,000	-	-	29.988,000	29.250,000	28.861,000	32.238,500	45.559.070	383	16:57:52	
	IBM.B	-	-	48hs.	-	-	-	-	6.425,500	6.425,500	-	-	-	-		
	IBMD	30,000	-2,43	48hs.	5	23,250	33,500	31	30,000	30,750	29,450	30,000	298	5	13:57:21	
	IBN	22.320,500	10,10	48hs.	5	21.605,000	-	-	-	20.272,500	22.320,500	22.723,500	67.365	2	16:41:59	
	IBNC	-	-	48hs.	-	-	-	-	-	7,304	-	-	-	-		
	IFF	5.750,500	2,03	48hs.	-	-	6.000,000	29	5.750,500	5.636,000	5.750,500	5.810,500	120.821	2	14:32:28	
	IFFC	-	-	48hs.	-	-	-	-	'0,833	'0,833	-	-	-	-		
	INFY	16.672,000	7,16	48hs.	-	-	16.700,000	10	16.586,500	15.557,500	15.560,000	16.685,000	13.422.078	55	16:27:27	
	INFYC	-	-	48hs.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	ING	4.386,500	3,82	48hs.	-	-	-	-	4.386,500	4.225,000	4.332,000	4.495,500	91.637	6	16:05:58	
	INGD	-	-	48hs.	-	-	-	-	3,229	3,229	-	-	-	-		
	INTC	7.740,000	1,94	48hs.	2	7.500,000	8.500,000	5	7.746,500	7.592,500	7.557,000	7.900,000	101.952.149	706	16:58:31	
	INTCB	-	-	48hs.	-	-	-	-	3.370,000	3.370,000	-	-	-	-		
	INTCC	-	-	48hs.	-	-	-	-	6,875	6,875	-	-	-	-		
	INTCD	8,450	-1,28	48hs.	-	-	8,700	1	8,450	8,560	8,450	8,900	1.520	16	16:47:25	
	IP	8.309,000	'0,41	48hs.	1	8.500,000	8.827,500	1	-	8.275,000	8.299,500	8.421,500	141.378	4	15:07:16	
	IPC	-	-	48hs.	-	-	-	-	1,779	1,779	-	-	-	-		
	IPD	-	-	48hs.	-	-	37,000	60	-	1,679	-	-	-	-		
	ITUB	5.950,000	2,71	48hs.	-	-	-	-	5.932,000	5.792,618	5.670,000	6.048,000	2.506.173	45	16:45:28	
	ITUBB	-	-	48hs.	-	-	-	-	1.460,000	1.460,000	-	-	-	-		
	ITUBC	-	-	48hs.	-	-	-	-	4,529	4,529	-	-	-	-		
	ITUBD	6,100	-1,54	48hs.	-	-	7,000	58	6,100	6,196	6,100	6,100	6	1	11:48:40	
	IWM	17.466,500	3,66	48hs.	1	13.389,000	-	-	17.402,000	16.848,500	16.800,000	17.500,000	59.035.926	261	16:58:42	
	IWMB	-	-	48hs.	-	-	-	-	13.340,000	13.340,000	-	-	-	-		
	IWMD	19,100	-	48hs.	10	18,600	19,100	4	19,100	19,100	18,500	19,100	890	3	14:21:24	
	JCI	-	-	48hs.	-	-	-	-	11.879,427	11.879,427	-	-	-	-		
	JCIC	-	-	48hs.	-	-	-	-	-	'0,010	-	-	-	-		
	JD	12.435,000	4,47	48hs.	1	9.300,000	23.000,000	30	12.554,000	11.902,500	11.700,000	12.561,000	35.665.973	184	16:56:35	
	JDB	-	-	48hs.	-	-	-	-	6.850,000	6.850,000	-	-	-	-		
	JDC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	JDD	-	-	48hs.	4	12,500	15,000	17	-	13,000	-	-	-	-		
	JMIA	3.500,000	8,09	48hs.	30	3.510,000	3.515,000	1	3.479,500	3.238,000	3.230,000	3.500,000	16.153.109	198	16:50:00	
	JMIAB	-	-	48hs.	-	-	-	-	1.509,000	1.509,000	-	-	-	-		
	JMIAC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	JMIAD	-	-	48hs.	28	2,200	4,500	45	3,850	3,850	-	-	-	-		
	JNJ	9.805,000	3,25	48hs.	15	9.000,000	10.200,000	1	9.763,000	9.495,500	9.456,500	9.848,000	159.853.199	1.012	16:59:49	
	JNJ.B	-	-	48hs.	-	-	-	-	8.720,000	8.720,000	-	-	-	-		
	JNJC	-	-	48hs.	-	-	-	-	-	10,462	-	-	-	-		
	JNJD	10,200	-3,77	48hs.	2	9,700	10,600	7	10,200	10,600	10,200	10,650	1.245	20	15:56:23	
	JPM	29.227,000	2,18	48hs.	22	27.925,000	-	-	29.227,500	28.602,500	27.960,000	29.700,000	75.639.244	296	16:52:24	
	JPMB	-	-	48hs.	-	-	-	-	7.180,000	7.180,000	-	-	-	-		
	JPMC	-	-	48hs.	-	-	-	-	28,760	28,760	-	-	-	-		
	JPMD	31,300	'0,64	48hs.	15	28,100	32,100	18	31,300	31,100	31,300	32,150	381	6	15:37:57	
	KB	18.174,500	-1,75	48hs.	-	-	-	-	18.174,500	18.500,000	18.024,000	18.174,500	1.010.247	2	14:08:54	
	KBD	-	-	48hs.	-	-	-	-	19,061	19,061	-	-	-	-		
	KEP	6.680,000	1,76	48hs.	-	-	-	-	-	6.564,000	6.680,000	6.680,000	6.680	1	13:33:42	
	KGC	5.340,500	1,84	48hs.	-	-	-	-	5.340,500	5.244,000	5.340,500	5.340,500	5.341	1	11:41:46	
	KMB	19.500,000	7,53	48hs.	1	17.500,000	-	-	19.500,000	18.134,369	17.228,000	19.500,000	1.936.306	28	16:39:18	
	KMBC	-	-	48hs.	-	-	-	-	19,383	19,383	-	-	-	-		
	KMBD	-	-	48hs.	-	-	-	-	-	22,306	-	-	-	-		
	KO	11.000,000	3,08	48hs.	1.763	11.000,000	11.028,000	5	-	10.670,500	10.610,000	11.049,000	2.008.015.323	6.385	16:59:55	
	KO..B	-	-	48hs.	-	-	-	-	10.463,500	10.463,500	-	-	-	-		
	KOC	-	-	48hs.	-	-	-	-	11,466	11,466	-	-	-	-		
	KOC.B	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	KOD	11,750	'0,42	48hs.	22	11,300	11,800	73	11,700	11,700	11,500	11,800	265.234	280	16:57:31	
	KOD.B	-	-	48hs.	-	-	-	-	11,550	11,550	-	-	-	-		
	KOFM	40.595,000	4,08	48hs.	-	-	-	-	40.595,000	39.000,000	39.434,000	40.595,000	1.462.352	4	14:43:07	
	LLY	69.000,000	3,05	48hs.	10	62.000,000	70.614,000	100	69.206,500	66.954,500	64.700,000	70.549,000	13.734.671	89	16:53:07	
	LLYB	-	-	48hs.	-	-	-	-	19.864,000	19.864,000	-	-	-	-		
	LLYC	-	-	48hs.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	LLYD	76,500	'0,18	48hs.	-	-	-	-	76,500	76,359	76,500	76,500	536	2	13:19:37	
	LMT	20.995,000	7,66	48hs.	-	-	30.000,000	5	20.995,000	19.500,000	20.000,000	21.000,000	16.518.740	77	16:59:15	
	LMTC	-	-	48hs.	-	-	-	-	15,853	15,853	-	-	-	-		
	LMTD	-	-	48hs.	5	18,500	22,900	14	22,900	22,900	-	-	-	-		
	LRCX	11.757,500	4,45	48hs.	-	-	13.700,000	41	11.735,000	11.256,000	11.258,500	11.851,500	3.109.709	31	16:53:50	
	LRCXC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	LRCXD	-	-	48hs.	10	5,300	-	-	10,100	10,100	-	-	-	-		
	LVS	20.813,500	2,95	48hs.	-	-	-	-	20.813,500	20.215,500	20.703,000	21.137,000	313.032	13	15:20:05	
	LYG	1.032,000	'0,09	48hs.	10	890,000	-	-	1.032,000	1.031,000	984,000	1.069,000	740.179	129	16:58:49	
	LYGC	-	-	48hs.	-	-	-	-	19,405	19,405	-	-	-	-		
	MA	11.474,500	2,21	48hs.	-	-	-	-	11.579,500	11.225,500	11.186,000	11.800,000	8.895.365	125	16:59:20	
	MAB	-	-	48hs.	-	-	-	-	2.855,000	2.855,000	-	-	-	-		
	MAC	-	-	48hs.	-	-	-	-	11,116	11,116	-	-	-	-		
	MAD	11,600	-7,93	48hs.	-	-	15,000	1	11,600	12,600	11,600	11,600	244	2	16:59:18	
	MBG	-	-	48hs.	-	-	-	-	3.807,209	3.807,209	-	-	-	-		
	MBGB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	MBGD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	MCD	11.200,000	3,19	48hs.	2	11.000,000	11.200,000	62	11.170,500	10.853,500	10.288,000	11.200,000	159.675.532	1.043	16:59:33	
	MCD.B	-	-	48hs.	-	-	-	-	9.224,000	9.224,000	-	-	-	-		
	MCDC	-	-	48hs.	-	-	-	-	9,797	9,797	-	-	-	-		
	MCDD	11,950	1,27	48hs.	10	8,000	12,900	54	11,950	11,800	11,300	12,000	2.533	27	15:56:27	
	MDT	18.563,500	4,27	48hs.	-	-	-	-	18.563,500	17.802,000	17.804,000	18.563,500	3.100.652	28	16:42:51	
	MDTB	-	-	48hs.	-	-	-	-	9.369,000	9.369,000	-	-	-	-		
	MDTC	-	-	48hs.	-	-	-	-	-	6,958	-	-	-	-		
	MDTD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	MELDB	-	-	48hs.	-	-	-	-	-	23,100	-	-	-	-		
	MELI	24.228,000	1,55	48hs.	20	20.010,000	25.950,000	2	24.489,500	23.858,000	23.826,000	25.000,000	534.446.659	2.400	16:59:28	
	MELIB	-	-	48hs.	-	-	-	-	-	19.620,000	-	-	-	-		
	MELIC	-	-	48hs.	-	-	-	-	18,000	18,000	-	-	-	-		
	MELID	26,000	-	48hs.	27	19,200	27,200	7	26,000	26,000	25,500	26,550	26.686	132	16:59:53	
	META	12.563,000	4,41	48hs.	35	11.500,000	13.995,000	4	12.506,000	12.032,000	11.586,500	12.575,000	143.178.740	1.098	16:59:58	
	METAB	-	-	48hs.	-	-	-	-	5.990,000	5.990,000	-	-	-	-		
	METAC	-	-	48hs.	-	-	-	-	9,333	9,333	-	-	-	-		
	METAD	13,200	'0,38	48hs.	10	13,000	13,200	41	13,200	13,150	12,850	13,450	3.806	33	16:42:38	
	MFG	3.019,500	'0,65	48hs.	-	-	-	-	3.019,500	3.000,000	3.019,500	3.117,500	6.137	2	13:44:23	
	MFGC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	MMC	11.400,000	4,36	48hs.	-	-	-	-	11.400,000	10.923,000	11.045,000	11.400,000	694.500	8	16:43:38	
	MMCC	-	-	48hs.	-	-	-	-	-	'0,585	-	-	-	-		
	MMCD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	MMM	19.350,000	7,12	48hs.	-	-	22.000,000	20	19.220,000	18.062,500	18.100,000	19.362,000	101.463.677	615	16:59:36	
	MMMB	-	-	48hs.	-	-	-	-	8.132,500	8.132,500	-	-	-	-		
	MMMC	-	-	48hs.	-	-	-	-	-	29,854	-	-	-	-		
	MMMD	20,500	2,50	48hs.	5	17,000	21,000	5	20,500	20,000	20,000	20,500	469	6	14:50:21	
	MO	9.790,000	2,19	48hs.	413	9.600,000	9.790,000	190	9.684,500	9.579,500	9.301,000	10.000,000	53.832.800	613	16:58:12	
	MOC	-	-	48hs.	-	-	-	-	11,565	11,565	-	-	-	-		
	MOD	10,500	-4,10	48hs.	10	7,900	11,500	16	10,500	10,950	10,200	10,700	412	12	16:24:22	
	MOS	6.577,000	4,08	48hs.	-	-	9.500,000	70	6.577,000	6.318,948	6.384,000	6.597,500	1.045.250	11	16:13:40	
	MOSB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	MOSD	-	-	48hs.	25	2,600	-	-	8,760	8,760	-	-	-	-		
	MRK	19.536,500	2,05	48hs.	1	18.500,000	22.000,000	28	19.536,500	19.144,000	19.053,500	20.061,000	15.273.113	66	16:49:33	
	MRK.B	-	-	48hs.	-	-	-	-	10.055,000	10.055,000	-	-	-	-		
	MRKC	-	-	48hs.	-	-	-	-	14,740	14,740	-	-	-	-		
	MRKD	-	-	48hs.	20	20,000	-	-	20,000	20,000	-	-	-	-		
	MSFCB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	MSFT	11.589,000	3,14	48hs.	29	11.159,000	11.850,000	30	11.550,000	11.235,500	11.000,000	11.640,000	347.961.638	2.388	16:59:55	
	MSFTB	-	-	48hs.	-	-	-	-	9.750,000	9.750,000	-	-	-	-		
	MSFTC	-	-	48hs.	-	-	-	-	9,379	9,379	-	-	-	-		
	MSFTD	12,650	3,26	48hs.	150	11,300	12,700	239	12,600	12,250	12,000	12,650	14.009	80	16:42:06	
	MSI	15.041,500	3,82	48hs.	-	-	-	-	15.034,500	14.487,000	14.404,000	15.082,000	655.900	13	16:18:00	
	MSIC	-	-	48hs.	-	-	-	-	-	'0,010	-	-	-	-		
	MSTR	26.420,500	1,66	48hs.	15	25.100,000	27.000,000	17	26.565,500	25.987,500	25.100,500	27.693,000	33.120.776	143	16:54:19	
	MSTRB	-	-	48hs.	-	-	-	-	13.140,000	13.140,000	-	-	-	-		
	MSTRD	-	-	48hs.	4	25,000	29,600	1	28,000	28,000	-	-	-	-		
	MU	13.587,000	1,39	48hs.	-	-	64.825,000	1	13.587,000	13.400,000	13.355,000	14.063,000	1.724.480	20	16:05:58	
	MUB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	MUD	-	-	48hs.	-	-	-	-	14,350	14,350	-	-	-	-		
	MUFG	7.640,500	-1,29	48hs.	1	7.766,000	-	-	-	7.741,000	7.640,500	7.649,500	30.589	2	15:14:54	
	MUFGD	-	-	48hs.	-	-	-	-	5,500	5,500	-	-	-	-		
	NEC1	-	-	48hs.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	NEM	12.574,500	4,78	48hs.	12	12.278,000	13.000,000	5	-	12.000,000	12.033,500	12.574,500	5.423.281	19	16:53:55	
	NEMC	-	-	48hs.	-	-	-	-	9,914	9,914	-	-	-	-		
	NEMD	-	-	48hs.	5	12,100	18,300	2	12,667	12,667	-	-	-	-		
	NFLX	26.042,000	2,16	48hs.	5	300,000	27.900,000	1	26.429,000	25.490,000	25.392,000	26.700,000	32.552.136	214	16:59:22	
	NFLXB	-	-	48hs.	-	-	-	-	21.110,000	21.110,000	-	-	-	-		
	NFLXC	-	-	48hs.	-	-	-	-	-	27,600	-	-	-	-		
	NFLXD	27,000	-10,00	48hs.	20	27,200	29,400	38	27,800	30,000	27,000	28,550	640	5	15:09:41	
	NG	-	-	48hs.	-	-	-	-	14.978,500	14.978,500	-	-	-	-		
	NGC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	NGG	30.400,500	2,02	48hs.	-	-	-	-	30.400,500	29.797,000	30.400,500	30.950,000	1.742.415	7	14:45:51	
	NIO	1.855,000	9,43	48hs.	33	1.751,000	2.000,000	63	1.853,500	1.695,000	1.705,000	1.920,000	265.483.453	2.227	16:59:55	
	NIOC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	NIOD	2,000	6,38	48hs.	2	1,720	2,290	1	2,000	1,880	1,800	2,190	5.890	84	16:27:40	
	NKE	9.148,000	4,14	48hs.	1	820,000	-	-	9.142,000	8.784,000	8.679,500	9.269,500	55.892.915	992	16:59:55	
	NKEB	-	-	48hs.	-	-	-	-	8.401,500	8.401,500	-	-	-	-		
	NKEC	-	-	48hs.	-	-	-	-	-	6,658	-	-	-	-		
	NKED	9,850	3,68	48hs.	11	9,500	9,850	3	9,850	9,500	9,100	9,900	1.808	32	16:28:21	
	NMR	3.835,000	2,95	48hs.	1	3.725,000	-	-	-	3.725,000	3.753,000	3.835,000	38.268	2	16:21:06	
	NOKA	2.891,000	4,78	48hs.	-	-	3.850,000	9	2.891,000	2.759,000	2.731,000	2.891,000	14.698.527	155	16:55:58	
	NOKAC	-	-	48hs.	-	-	-	-	17,467	17,467	-	-	-	-		
	NSANC	-	-	48hs.	-	-	-	-	-	11,825	-	-	-	-		
	NTCO	6.539,000	5,20	48hs.	5.900	6.438,000	6.551,000	20	-	6.215,500	6.300,000	6.597,000	1.139.121	24	16:53:55	
	NTCOC	-	-	48hs.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	NTCOD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	NTES	6.971,500	5,29	48hs.	150	6.821,000	7.985,000	7	6.941,500	6.621,000	6.500,000	7.058,000	4.893.717	50	16:58:06	
	NTESC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	NTESD	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	NUE	9.536,500	3,13	48hs.	-	-	11.000,000	1	9.536,500	9.247,000	9.189,500	9.600,000	1.689.984	17	16:10:12	
	NUEC	-	-	48hs.	-	-	-	-	-	'0,010	-	-	-	-		
	NVDA	17.808,000	2,38	48hs.	1	15.000,000	18.800,000	4	17.808,000	17.392,500	17.383,000	18.300,000	326.581.320	1.431	17:11:49	
	NVDAB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	NVDAC	-	-	48hs.	-	-	-	-	-	10,984	-	-	-	-		
	NVDAD	19,000	-1,55	48hs.	2	18,050	19,800	2	19,050	19,300	19,000	19,800	8.230	66	16:52:27	
	NVS	22.900,000	5,23	48hs.	300	18.966,000	-	-	22.900,000	21.760,500	22.078,500	22.900,000	2.544.486	6	16:55:41	
	NVSB	-	-	48hs.	-	-	-	-	-	10.800,000	-	-	-	-		
	NVSC	-	-	48hs.	-	-	-	-	21,033	21,033	-	-	-	-		
	NVSD	-	-	48hs.	-	-	-	-	27,500	27,500	-	-	-	-		
	ORAN	10.943,500	1,70	48hs.	-	-	-	-	10.943,500	10.760,500	10.943,500	10.943,500	10.944	1	13:33:37	
	ORANC	-	-	48hs.	-	-	-	-	'0,010	'0,010	-	-	-	-		
	ORCL	34.787,000	1,24	48hs.	-	-	-	-	35.038,500	34.360,500	33.682,500	35.528,000	20.955.966	136	16:43:23	
	ORCLB	-	-	48hs.	-	-	-	-	-	6.447,000	-	-	-	-		
	ORCLC	-	-	48hs.	-	-	-	-	-	18,185	-	-	-	-		
	ORCLD	-	-	48hs.	-	-	40,000	4	37,500	37,500	-	-	-	-		
	OXY	10.897,000	4,34	48hs.	1	9.980,000	11.320,000	36	10.937,500	10.443,203	10.500,000	11.199,000	22.432.110	289	16:57:07	
	OXYB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	OXYD	11,400	-4,71	48hs.	25	2,100	15,000	12	11,400	11,964	11,400	11,400	11	1	11:42:31	
	PAAS	4.769,000	4,10	48hs.	62	4.690,000	4.769,000	38	4.768,500	4.581,000	4.401,000	4.799,000	23.464.226	384	16:56:05	
	PAASD	5,400	3,84	48hs.	10	3,700	5,500	3	5,400	5,200	5,400	5,400	11	2	15:59:11	
	PAC	8.849,000	9,05	48hs.	-	-	-	-	8.841,000	8.114,500	8.114,000	8.849,000	614.075	16	16:51:24	
	PANW	5.354,500	3,97	48hs.	-	-	-	-	5.373,500	5.150,000	5.277,000	5.530,500	6.849.718	51	16:35:47	
	PANWC	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	PANWD	5,700	9,61	48hs.	-	-	5,800	25	5,700	5,200	5,700	5,700	131	2	15:27:38	
	PBI	3.850,000	4,96	48hs.	-	-	-	-	3.850,000	3.668,000	3.805,000	3.902,000	30.815	7	15:36:05	
	PBR	13.388,500	'0,24	48hs.	1	13.381,000	13.627,000	176	13.468,500	13.356,000	13.000,000	13.650,000	142.617.269	962	16:59:49	
	PBRB	-	-	48hs.	-	-	-	-	13.966,000	13.966,000	-	-	-	-		
	PBRC	-	-	48hs.	-	-	-	-	1,524	1,524	-	-	-	-		
	PBRD	15,000	'0,67	48hs.	12	14,200	15,400	22	15,000	14,900	14,000	15,500	13.114	81	16:57:10	
	PBRDB	-	-	48hs.	-	-	-	-	-	-	-	-	-	-		
	PCAR	28.929,000	1,05	48hs.	-	-	-	-	-	28.627,000	28.929,000	29.485,000	116.354	3	13:16:07	
	PCARC	-	-	48hs.	-	-	-	-	133,000	133,000	-	-	-	-		
